Reviews,Ratings
"Me and my fiends went here on our last night, good food menue and was delicious food.
My fiends had bangers and mash she really enjoyed her meal and the carrots was so delicious  
I had the vegetarian shepards pie this was also so yummy...More",5.0
We managed to get a seat outside. Great atmosphere. Staff were always passing and making sure we were ok for drinks. Enjoyed our experience 👍,5.0
"We stopped in here for lunch on a very busy  Sunday.  As others mentioned, it is a challenge to find seating but, once you do, it is a pleasant experience.  The atmosphere was fun and quite unique.  The pub is in multiple sections.
We were...More",4.0
We decided to stop in to see what people were talking about and I am so glad we did. Best food I have had in Dublin. I had Bacon and Cabbage and it was fantastic.,5.0
It's a big tourist spot so it's really busy with both locals and tourists. It's pretty crowded but the staff is numerous and pay attention to your needs both alcoholic and personal. I would recommend it for people who don't have issues with big crowds.,4.0
"Great place to check out! Good food and staff was friendly. They don’t serve mixed drinks so just an FYI. It is a very popular place so we actually showed up 15 minutes before it opened so we could get in right away. Otherwise, you...More",4.0
"Historic pub, oldest in Ireland, worth a stop but it was very loud, busy, and challenging to find seats for 3 at 7 pm on a busy Friday night.  (Reservations only accepted for 6 or more).  Walking distance to Guinness Storehouse and Arthur’s Pub was...More",4.0
"We had a lovely couple of pints of Guinness here whilst visiting Dublin. It was really busy and the atmosphere was great.
The staff were really chatty and the Guineas was good
Definitely worth a visit to the oldest pub in Dublin!!",4.0
This is a great historical pub and much more interesting than the Temple Bar. The food is excellent. The service is smooth and there are very cool. There are great areas to sit and enjoy the ambiance.,4.0
"Visited for food and one of the best pints of Guinness in Dublin.  Staff are friendly, the bar was buzzin, we will definitely be back.  We had the Cod & chips 10/10.",5.0
We ate here a few weeks ago (party of 8). We were a little late for our reservation as we had trouble getting a taxi in the rain. The host barked at my daughter for being late and just pointed to our table and said...More,3.0
This is the oldest pub in Dublin Est.1198. The atmosphere is unmatched by no other. We sat in the orginal pub room. Food was good and drinks were tasty. True irish pub. The entire staff was very friendly. We originally found a table outside but...More,5.0
"I really wanted to check out the oldest pub in Dublin.  It didn't disappoint.  Though it was crowded on a Saturday afternoon, our service was fast!  The beef and Guinness stew was delectable!",5.0
"How is anyone supposed to book a table if all forms of communication do not work?
I tried calling the number numerous times to be met by the same message - no calls or messages can be taken. 
Email - no response even after following...More",1.0
"We had dinner at the Brazen Head and it was a great decision.  The food was good, the Guinness was well poured and the staff were very nice.  A visit to the oldest pub in Dublin was well worth it",5.0
Stopped her for some chips and beer and to check off the list of things we were told we should do in Dublin.  My friend and I enjoyed the atmosphere and overall vibe of The Brazen Head.  Nice layout and great photo opps throughout.  Wait...More,5.0
Very quaint... great atmosphere.  Fantastic fish and chips..  and beer!!  Very interesting to visit the oldest pub in Dublin.,5.0
"My wife and I had a truly amazing night at the Brazen Head pub. By reputation, the oldest continuously operating pub in Dublin, so the atmosphere was wonderful. We had good Irish food and then the great Irish band came on and the pub  roared...More",5.0
"Be prepared. The place is absolutely bursting at the seams. The food is okay. The staff are very nice but seem to be stretched very thin and it being summer season, I would have expected things to be a little less hectic and more organised....More",3.0
